Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B
Mammalia;Primates;Homo_sapiens;ENSP00000361662;ENSP00000349493;ENSP00000361373;ENSP00000489024;ENSP00000354458;ENSP00000360281;ENSP00000357727;ENSP00000357726;ENSP00000357152;ENSP00000357150;ENSP00000492902;ENSP00000334441;ENSP00000255040;ENSP00000255030;ENSP00000397181;ENSP00000433001;ENSP00000281882;ENSP00000259216;ENSP00000319635;ENSP00000295683;ENSP00000417335;ENSP00000420321;ENSP00000370882;ENSP00000423014;ENSP00000498630;ENSP00000370698;ENSP00000365024;ENSP00000372724;ENSP00000362968;ENSP00000259938;ENSP00000318066;ENSP00000360436;ENSP00000497968;ENSP00000337432;ENSP00000359392;ENSP00000359384;ENSP00000355930;ENSP00000355920;ENSP00000318912;ENSP00000430656;ENSP00000365720;ENSP00000365682;ENSP00000259339;ENSP00000345719;ENSP00000291744;ENSP00000360871;ENSP00000370254;ENSP00000370129;ENSP00000360060;ENSP00000360058;ENSP00000358715;ENSP00000263054;ENSP00000380155;ENSP00000380153;ENSP00000485295;ENSP00000492971;ENSP00000304188;ENSP00000485324;ENSP00000278840;ENSP00000278829;ENSP00000386894;ENSP00000433071;ENSP00000396722;ENSP00000330862;ENSP00000014914;ENSP00000228887;ENSP00000493386;ENSP00000493111;ENSP00000474385;ENSP00000498512;ENSP00000319705;ENSP00000267803;ENSP00000347712;ENSP00000369755;ENSP00000372313;ENSP00000441381;ENSP00000459451;ENSP00000327453;ENSP00000334872;ENSP00000369139;ENSP00000309751;ENSP00000310490;ENSP00000375234;ENSP00000375232;ENSP00000493200;ENSP00000493404;ENSP00000493242;ENSP00000493436;ENSP00000351244;ENSP00000310856;ENSP00000435234;ENSP00000375593;ENSP00000371825;ENSP00000335382;ENSP00000217386;ENSP00000369647;ENSP00000340684;ENSP00000367309;ENSP00000364847;ENSP00000421861;ENSP00000470185;ENSP00000471418;ENSP00000285879;ENSP00000354660;ENSP00000291568;ENSP00000264474;;;;;ENSP00000310241;;;ENSP00000479586;;;;ENSP00000314042;;;;;;;;;;;ENSP00000417498;;;;;ENSP00000310149;;ENSP00000498939;;;ENSP00000381340;ENSP00000337587;;;;;;;ENSP00000354566;ENSP00000300692;ENSP00000311747;;;ENSP00000297625;ENSP00000259633;;ENSP00000322061;ENSP00000263413;;;ENSP00000232219;;;ENSP00000285930;;ENSP00000261180;;;;ENSP00000355124;;;;;;;;;;;;ENSP00000369372;;
Mammalia;Primates;Macaca_mulatta;ENSMMUP00000024953;ENSMMUP00000075730;ENSMMUP00000007867;;ENSMMUP00000030275;ENSMMUP00000060485;ENSMMUP00000009023;ENSMMUP00000076864;ENSMMUP00000064822;ENSMMUP00000067186;;;ENSMMUP00000008795;ENSMMUP00000011694;ENSMMUP00000006859;ENSMMUP00000069938;;ENSMMUP00000062099;ENSMMUP00000067534;ENSMMUP00000065767;ENSMMUP00000058959;ENSMMUP00000045235;ENSMMUP00000068418;ENSMMUP00000019515;ENSMMUP00000046142;ENSMMUP00000002524;;ENSMMUP00000068796;ENSMMUP00000020168;ENSMMUP00000060804;ENSMMUP00000033560;ENSMMUP00000080437;ENSMMUP00000009714;ENSMMUP00000008801;ENSMMUP00000013185;ENSMMUP00000000552;ENSMMUP00000032942;ENSMMUP00000007539;ENSMMUP00000045278;ENSMMUP00000079046;ENSMMUP00000030756;ENSMMUP00000042489;ENSMMUP00000005054;ENSMMUP00000005059;;ENSMMUP00000077109;ENSMMUP00000071481;;ENSMMUP00000031111;ENSMMUP00000025792;ENSMMUP00000004820;ENSMMUP00000000586;ENSMMUP00000076039;ENSMMUP00000036864;;;ENSMMUP00000037195;;ENSMMUP00000056694;ENSMMUP00000000438;;ENSMMUP00000076838;ENSMMUP00000059206;ENSMMUP00000026593;ENSMMUP00000079197;ENSMMUP00000040185;ENSMMUP00000048450;ENSMMUP00000061788;ENSMMUP00000014513;ENSMMUP00000000284;ENSMMUP00000033690;ENSMMUP00000053827;ENSMMUP00000078457;ENSMMUP00000066750;ENSMMUP00000062501;;;ENSMMUP00000011788;;;ENSMMUP00000074501;ENSMMUP00000027884;;;ENSMMUP00000027591;ENSMMUP00000072489;ENSMMUP00000063173;ENSMMUP00000063950;;;;ENSMMUP00000053903;ENSMMUP00000073266;ENSMMUP00000063361;ENSMMUP00000013990;ENSMMUP00000071741;ENSMMUP00000025612;ENSMMUP00000069352;ENSMMUP00000027802;ENSMMUP00000057240;;ENSMMUP00000074274;ENSMMUP00000041507;ENSMMUP00000021884;ENSMMUP00000016139;ENSMMUP00000075552;;;;;ENSMMUP00000008535;;;ENSMMUP00000019650;;;;ENSMMUP00000067302;;;;;;;;;;;ENSMMUP00000057124;;;;;ENSMMUP00000009448;;ENSMMUP00000029594;;;ENSMMUP00000069000;ENSMMUP00000065187;;;;;;;ENSMMUP00000062612;ENSMMUP00000023161;ENSMMUP00000010284;;;ENSMMUP00000054176;ENSMMUP00000072839;;ENSMMUP00000041470;ENSMMUP00000027679;;;;;;ENSMMUP00000003327;;ENSMMUP00000019397;;;;ENSMMUP00000024535;;;;;;;;;;;;ENSMMUP00000075269;;
Mammalia;Primates;Mandrillus_leucophaeus;ENSMLEP00000024900;ENSMLEP00000040685;ENSMLEP00000018172;ENSMLEP00000035506;ENSMLEP00000020378;ENSMLEP00000016380;ENSMLEP00000004853;ENSMLEP00000022763;ENSMLEP00000009283;ENSMLEP00000010901;ENSMLEP00000010746;ENSMLEP00000009872;ENSMLEP00000030422;ENSMLEP00000024613;ENSMLEP00000001346;ENSMLEP00000023540;;ENSMLEP00000002527;;;ENSMLEP00000016967;ENSMLEP00000025831;ENSMLEP00000016306;ENSMLEP00000025822;ENSMLEP00000006408;ENSMLEP00000021508;;ENSMLEP00000014153;ENSMLEP00000034643;ENSMLEP00000002671;ENSMLEP00000022346;ENSMLEP00000005824;ENSMLEP00000014586;ENSMLEP00000005520;ENSMLEP00000000929;ENSMLEP00000006527;ENSMLEP00000037815;ENSMLEP00000003836;ENSMLEP00000030382;ENSMLEP00000010837;ENSMLEP00000024064;ENSMLEP00000014091;ENSMLEP00000015839;ENSMLEP00000038621;ENSMLEP00000030214;;ENSMLEP00000011973;;;;ENSMLEP00000029338;ENSMLEP00000027040;;ENSMLEP00000002918;;;;;ENSMLEP00000031080;ENSMLEP00000038488;;ENSMLEP00000008728;ENSMLEP00000005209;ENSMLEP00000023343;ENSMLEP00000017410;ENSMLEP00000021836;ENSMLEP00000003532;ENSMLEP00000002732;;ENSMLEP00000024869;ENSMLEP00000021319;ENSMLEP00000008001;;;ENSMLEP00000003036;ENSMLEP00000024946;;ENSMLEP00000039494;ENSMLEP00000021246;ENSMLEP00000018829;ENSMLEP00000028411;ENSMLEP00000033282;;;;;;;;;ENSMLEP00000016576;ENSMLEP00000038635;ENSMLEP00000010247;ENSMLEP00000033142;ENSMLEP00000027468;;ENSMLEP00000001430;ENSMLEP00000029333;ENSMLEP00000018475;ENSMLEP00000021498;;ENSMLEP00000000137;;;ENSMLEP00000005974;ENSMLEP00000016785;;;;;ENSMLEP00000010165;;;ENSMLEP00000030997;;;;ENSMLEP00000015842;;;;;;;;;;;ENSMLEP00000017682;;;;;ENSMLEP00000018809;;ENSMLEP00000037082;;;ENSMLEP00000035841;ENSMLEP00000032028;;;;;;;ENSMLEP00000036520;ENSMLEP00000013894;ENSMLEP00000005654;;;;ENSMLEP00000010829;;ENSMLEP00000020313;ENSMLEP00000029400;;;ENSMLEP00000000880;;;ENSMLEP00000034120;;ENSMLEP00000014010;;;;ENSMLEP00000008637;;;;;;;;;;;;ENSMLEP00000040703;;
Mammalia;Primates;Microcebus_murinus;ENSMICP00000010531;ENSMICP00000009503;ENSMICP00000006646;;ENSMICP00000000651;ENSMICP00000037220;ENSMICP00000025254;ENSMICP00000029581;;ENSMICP00000043680;;ENSMICP00000010239;ENSMICP00000043555;;ENSMICP00000019428;ENSMICP00000040389;;ENSMICP00000005756;ENSMICP00000031906;ENSMICP00000045264;ENSMICP00000009481;ENSMICP00000032933;ENSMICP00000040842;ENSMICP00000019954;ENSMICP00000025796;ENSMICP00000020431;ENSMICP00000021330;ENSMICP00000050075;;ENSMICP00000003832;ENSMICP00000033943;ENSMICP00000047390;ENSMICP00000043489;ENSMICP00000020793;ENSMICP00000043153;ENSMICP00000019643;ENSMICP00000047818;ENSMICP00000006950;ENSMICP00000047063;ENSMICP00000048652;ENSMICP00000009263;ENSMICP00000011773;ENSMICP00000008719;ENSMICP00000008723;;ENSMICP00000000412;;;;;ENSMICP00000038118;ENSMICP00000033350;;;;;;;ENSMICP00000031938;ENSMICP00000044537;ENSMICP00000031216;ENSMICP00000003480;ENSMICP00000018603;ENSMICP00000036082;ENSMICP00000009193;ENSMICP00000009196;;;ENSMICP00000023466;ENSMICP00000036724;ENSMICP00000043602;ENSMICP00000008376;;ENSMICP00000031808;ENSMICP00000046142;ENSMICP00000037689;;ENSMICP00000000194;;;ENSMICP00000005405;ENSMICP00000005409;;;;ENSMICP00000010220;ENSMICP00000034982;;;;;;ENSMICP00000050316;ENSMICP00000042572;ENSMICP00000028338;ENSMICP00000039711;ENSMICP00000001868;ENSMICP00000018077;ENSMICP00000005819;ENSMICP00000011688;;;;;ENSMICP00000032375;ENSMICP00000051241;;;;;;;;ENSMICP00000013463;;;;ENSMICP00000016271;;;;;;;;;;;ENSMICP00000051087;;;;;ENSMICP00000034934;;ENSMICP00000048961;;;ENSMICP00000030765;ENSMICP00000018741;;;;;;;ENSMICP00000018068;ENSMICP00000040835;ENSMICP00000045473;;;;ENSMICP00000002280;;ENSMICP00000027524;ENSMICP00000011307;;;;ENSMICP00000050985;;ENSMICP00000001751;;ENSMICP00000012984;;;;ENSMICP00000035022;;;;;;;;;;;;;;
Mammalia;Primates;Pan_troglodytes;ENSPTRP00000001043;ENSPTRP00000043872;ENSPTRP00000001136;ENSPTRP00000074548;ENSPTRP00000046097;ENSPTRP00000093451;ENSPTRP00000002268;ENSPTRP00000002271;ENSPTRP00000002529;ENSPTRP00000002530;;ENSPTRP00000002563;ENSPTRP00000002570;ENSPTRP00000002574;ENSPTRP00000002692;ENSPTRP00000084593;ENSPTRP00000091498;;ENSPTRP00000076345;ENSPTRP00000022066;ENSPTRP00000091804;ENSPTRP00000074404;ENSPTRP00000027607;ENSPTRP00000053446;ENSPTRP00000028926;ENSPTRP00000065025;;ENSPTRP00000030676;ENSPTRP00000050235;ENSPTRP00000030904;ENSPTRP00000031157;ENSPTRP00000031158;ENSPTRP00000031222;ENSPTRP00000031224;ENSPTRP00000049914;ENSPTRP00000049912;ENSPTRP00000032031;ENSPTRP00000077099;ENSPTRP00000034874;ENSPTRP00000070224;ENSPTRP00000071835;ENSPTRP00000045296;ENSPTRP00000043021;ENSPTRP00000060730;ENSPTRP00000072338;ENSPTRP00000036862;ENSPTRP00000076893;ENSPTRP00000061845;ENSPTRP00000081213;ENSPTRP00000004914;ENSPTRP00000090214;ENSPTRP00000071449;;ENSPTRP00000073348;;;ENSPTRP00000050806;;ENSPTRP00000006458;ENSPTRP00000006459;;ENSPTRP00000006780;ENSPTRP00000007678;ENSPTRP00000007679;ENSPTRP00000008048;ENSPTRP00000008049;ENSPTRP00000060330;ENSPTRP00000064046;;ENSPTRP00000052582;ENSPTRP00000012013;ENSPTRP00000012016;ENSPTRP00000051450;ENSPTRP00000064587;ENSPTRP00000012920;ENSPTRP00000012924;ENSPTRP00000053722;ENSPTRP00000013394;ENSPTRP00000013891;ENSPTRP00000013895;ENSPTRP00000014770;ENSPTRP00000014771;;ENSPTRP00000042350;ENSPTRP00000017756;ENSPTRP00000071125;;;;;ENSPTRP00000019847;ENSPTRP00000060629;ENSPTRP00000022491;;ENSPTRP00000022589;ENSPTRP00000022590;ENSPTRP00000037440;ENSPTRP00000037441;ENSPTRP00000077780;ENSPTRP00000077048;;ENSPTRP00000057545;;ENSPTRP00000047234;ENSPTRP00000086988;ENSPTRP00000026360;;;;;ENSPTRP00000025451;;;ENSPTRP00000074850;;;;ENSPTRP00000005949;;;;;;;;;;;ENSPTRP00000087670;;;;;ENSPTRP00000043948;;ENSPTRP00000033296;;;ENSPTRP00000076209;ENSPTRP00000049789;;;;;;;ENSPTRP00000007441;ENSPTRP00000007442;ENSPTRP00000006776;;;ENSPTRP00000035707;ENSPTRP00000035770;;ENSPTRP00000039456;ENSPTRP00000028843;;;ENSPTRP00000026627;;;ENSPTRP00000033770;;ENSPTRP00000008884;;;;ENSPTRP00000041612;;;;;;;;;;;;ENSPTRP00000089100;;
Mammalia;Primates;Papio_anubis;ENSPANP00000002947;ENSPANP00000018303;ENSPANP00000001761;ENSPANP00000026756;ENSPANP00000009533;ENSPANP00000011560;ENSPANP00000006245;ENSPANP00000033315;ENSPANP00000002521;ENSPANP00000006466;ENSPANP00000047652;ENSPANP00000046624;ENSPANP00000015344;ENSPANP00000018386;ENSPANP00000002413;ENSPANP00000002005;;ENSPANP00000006656;ENSPANP00000044801;;ENSPANP00000018191;ENSPANP00000029681;ENSPANP00000015115;ENSPANP00000003749;ENSPANP00000041742;ENSPANP00000014724;;ENSPANP00000016721;;ENSPANP00000038768;ENSPANP00000012861;ENSPANP00000012867;ENSPANP00000012985;ENSPANP00000012987;ENSPANP00000015996;ENSPANP00000015997;ENSPANP00000018641;ENSPANP00000018649;ENSPANP00000002953;ENSPANP00000005310;ENSPANP00000024795;ENSPANP00000019325;ENSPANP00000018845;ENSPANP00000018844;ENSPANP00000037257;ENSPANP00000008236;ENSPANP00000041176;;ENSPANP00000020754;ENSPANP00000020755;ENSPANP00000021166;ENSPANP00000027186;;ENSPANP00000044364;;;;;ENSPANP00000023963;ENSPANP00000000431;;ENSPANP00000007286;ENSPANP00000008537;ENSPANP00000033850;ENSPANP00000001523;ENSPANP00000007521;ENSPANP00000010494;ENSPANP00000032409;ENSPANP00000009921;;ENSPANP00000014000;ENSPANP00000014001;;;ENSPANP00000035215;ENSPANP00000013506;;ENSPANP00000012330;ENSPANP00000012789;ENSPANP00000044002;ENSPANP00000019597;ENSPANP00000019598;ENSPANP00000020624;ENSPANP00000020628;;;;;;;ENSPANP00000030394;ENSPANP00000031367;ENSPANP00000016895;ENSPANP00000016896;ENSPANP00000029974;ENSPANP00000016968;ENSPANP00000018931;ENSPANP00000018950;ENSPANP00000041946;ENSPANP00000036448;;ENSPANP00000007855;;;ENSPANP00000012813;ENSPANP00000009594;;;;;ENSPANP00000005806;;;ENSPANP00000018395;;;;ENSPANP00000044527;;;;;;;;;;;ENSPANP00000017566;;;;;ENSPANP00000017264;;ENSPANP00000024147;;;ENSPANP00000016441;ENSPANP00000041204;;;;;;;ENSPANP00000046162;ENSPANP00000035435;ENSPANP00000001227;;;;ENSPANP00000019105;;ENSPANP00000010186;ENSPANP00000011618;;;ENSPANP00000022214;;;ENSPANP00000005752;;ENSPANP00000002255;;;;ENSPANP00000032504;;;;;;;;;;;;ENSPANP00000040184;;
Mammalia;Primates;Pongo_abelii;ENSPPYP00000001706;ENSPPYP00000001705;ENSPPYP00000001662;;ENSPPYP00000001517;ENSPPYP00000001516;ENSPPYP00000000953;ENSPPYP00000000952;ENSPPYP00000000791;ENSPPYP00000000790;;ENSPPYP00000000766;ENSPPYP00000000765;;ENSPPYP00000000674;ENSPPYP00000000673;;ENSPPYP00000014221;ENSPPYP00000014705;ENSPPYP00000014707;;ENSPPYP00000015243;ENSPPYP00000016445;ENSPPYP00000016446;ENSPPYP00000017289;ENSPPYP00000017290;;ENSPPYP00000018393;ENSPPYP00000018493;ENSPPYP00000018494;ENSPPYP00000018644;ENSPPYP00000018646;ENSPPYP00000018686;ENSPPYP00000018687;ENSPPYP00000018770;ENSPPYP00000018771;ENSPPYP00000019207;ENSPPYP00000019208;ENSPPYP00000020990;ENSPPYP00000020992;ENSPPYP00000021638;ENSPPYP00000021643;ENSPPYP00000022061;ENSPPYP00000022062;ENSPPYP00000022288;ENSPPYP00000022244;;ENSPPYP00000002373;ENSPPYP00000002933;;ENSPPYP00000003068;ENSPPYP00000003071;ENSPPYP00000004135;ENSPPYP00000004134;;;;;ENSPPYP00000003667;ENSPPYP00000003666;ENSPPYP00000003490;ENSPPYP00000003487;ENSPPYP00000004651;ENSPPYP00000004652;;ENSPPYP00000004924;ENSPPYP00000006376;;;ENSPPYP00000006769;ENSPPYP00000007296;ENSPPYP00000007297;ENSPPYP00000007405;ENSPPYP00000007406;ENSPPYP00000007850;ENSPPYP00000008661;ENSPPYP00000008093;;ENSPPYP00000008734;ENSPPYP00000008735;ENSPPYP00000008880;ENSPPYP00000008881;;;ENSPPYP00000010679;ENSPPYP00000010681;ENSPPYP00000010846;ENSPPYP00000014562;;ENSPPYP00000011592;ENSPPYP00000011700;ENSPPYP00000011701;ENSPPYP00000012147;ENSPPYP00000012145;ENSPPYP00000012094;ENSPPYP00000012093;ENSPPYP00000022677;ENSPPYP00000022680;ENSPPYP00000022792;ENSPPYP00000022794;;ENSPPYP00000023234;ENSPPYP00000023422;ENSPPYP00000023272;ENSPPYP00000012810;ENSPPYP00000015086;;ENSPPYP00000024674;;;ENSPPYP00000015670;;;ENSPPYP00000021227;;;;ENSPPYP00000003438;;;;;;;;;;;;;;;;ENSPPYP00000019382;;ENSPPYP00000019484;;;ENSPPYP00000012987;ENSPPYP00000012997;;ENSPPYP00000019353;;;;;ENSPPYP00000004500;ENSPPYP00000004501;ENSPPYP00000003492;;;ENSPPYP00000021429;ENSPPYP00000021395;;ENSPPYP00000017232;ENSPPYP00000017235;;;ENSPPYP00000015837;;;ENSPPYP00000020215;;ENSPPYP00000005445;;;;ENSPPYP00000009462;;;;;;;;;;;;ENSPPYP00000023602;;
Mammalia;Primates;Theropithecus_gelada;ENSTGEP00000031202;ENSTGEP00000031235;ENSTGEP00000035239;;ENSTGEP00000010375;ENSTGEP00000010493;ENSTGEP00000023055;ENSTGEP00000023089;ENSTGEP00000004320;ENSTGEP00000004348;;;ENSTGEP00000005703;ENSTGEP00000005754;ENSTGEP00000012144;ENSTGEP00000012017;;ENSTGEP00000036060;ENSTGEP00000012373;ENSTGEP00000012387;ENSTGEP00000025493;ENSTGEP00000026079;ENSTGEP00000029976;ENSTGEP00000029819;ENSTGEP00000016751;ENSTGEP00000017151;ENSTGEP00000036899;ENSTGEP00000036900;;ENSTGEP00000037097;ENSTGEP00000037325;ENSTGEP00000037326;ENSTGEP00000000576;ENSTGEP00000000596;ENSTGEP00000015843;ENSTGEP00000015901;ENSTGEP00000036490;ENSTGEP00000036463;ENSTGEP00000031368;ENSTGEP00000031483;ENSTGEP00000035372;ENSTGEP00000035432;ENSTGEP00000020304;ENSTGEP00000020263;ENSTGEP00000011990;ENSTGEP00000011908;ENSTGEP00000026841;;ENSTGEP00000018505;ENSTGEP00000018528;ENSTGEP00000028022;ENSTGEP00000028588;;ENSTGEP00000028804;ENSTGEP00000007756;ENSTGEP00000029515;ENSTGEP00000029037;ENSTGEP00000028974;ENSTGEP00000021373;ENSTGEP00000021153;ENSTGEP00000006875;ENSTGEP00000006803;ENSTGEP00000002154;ENSTGEP00000002261;ENSTGEP00000027502;ENSTGEP00000027514;ENSTGEP00000020762;ENSTGEP00000020777;ENSTGEP00000025079;ENSTGEP00000025196;ENSTGEP00000011158;ENSTGEP00000011281;ENSTGEP00000025938;ENSTGEP00000025962;ENSTGEP00000007821;ENSTGEP00000007697;;ENSTGEP00000027148;ENSTGEP00000002707;ENSTGEP00000030786;ENSTGEP00000027507;ENSTGEP00000027541;;;ENSTGEP00000028454;ENSTGEP00000028554;ENSTGEP00000011461;ENSTGEP00000011486;;ENSTGEP00000007782;ENSTGEP00000017192;ENSTGEP00000017215;ENSTGEP00000010904;ENSTGEP00000010920;ENSTGEP00000014711;ENSTGEP00000014738;ENSTGEP00000009695;ENSTGEP00000009669;ENSTGEP00000001131;ENSTGEP00000034137;;ENSTGEP00000002591;;;ENSTGEP00000024750;ENSTGEP00000008796;;;;;ENSTGEP00000023372;;;ENSTGEP00000020364;;;;ENSTGEP00000012219;;;;;;;;;;;;;;;;ENSTGEP00000003537;;ENSTGEP00000014871;;;ENSTGEP00000035917;ENSTGEP00000035923;;;;;;;ENSTGEP00000028640;ENSTGEP00000028719;ENSTGEP00000006907;;;;ENSTGEP00000008672;;ENSTGEP00000012120;ENSTGEP00000012350;;;ENSTGEP00000011992;;;ENSTGEP00000030014;;ENSTGEP00000030793;;;;ENSTGEP00000010153;;;;;;;;;;;;ENSTGEP00000001188;;ENSTGEP00000014276
Mammalia;Proboscidea;Loxodonta_africana;ENSLAFP00000006320;ENSLAFP00000006315;ENSLAFP00000020563;;ENSLAFP00000002740;ENSLAFP00000002744;ENSLAFP00000024279;ENSLAFP00000000499;ENSLAFP00000022037;;ENSLAFP00000016188;ENSLAFP00000016318;ENSLAFP00000024920;ENSLAFP00000027759;ENSLAFP00000008092;ENSLAFP00000000445;;ENSLAFP00000005045;;ENSLAFP00000027016;ENSLAFP00000003016;ENSLAFP00000006431;ENSLAFP00000001823;ENSLAFP00000001824;ENSLAFP00000014309;ENSLAFP00000014315;ENSLAFP00000026637;ENSLAFP00000018411;;ENSLAFP00000017071;ENSLAFP00000016316;ENSLAFP00000001554;ENSLAFP00000001288;ENSLAFP00000001797;ENSLAFP00000010659;ENSLAFP00000010662;ENSLAFP00000009760;ENSLAFP00000009436;ENSLAFP00000001548;ENSLAFP00000007133;ENSLAFP00000010424;ENSLAFP00000027389;ENSLAFP00000008177;ENSLAFP00000008180;;ENSLAFP00000013704;;;;ENSLAFP00000016967;ENSLAFP00000007735;ENSLAFP00000012163;ENSLAFP00000017830;ENSLAFP00000020744;ENSLAFP00000026727;ENSLAFP00000028386;;ENSLAFP00000028456;ENSLAFP00000004028;ENSLAFP00000016199;ENSLAFP00000019553;ENSLAFP00000001908;;ENSLAFP00000011902;ENSLAFP00000008559;ENSLAFP00000012976;;ENSLAFP00000029478;ENSLAFP00000025314;ENSLAFP00000021518;ENSLAFP00000014317;ENSLAFP00000014326;;;;ENSLAFP00000021219;ENSLAFP00000009046;;;;ENSLAFP00000001008;ENSLAFP00000001007;;;ENSLAFP00000019058;ENSLAFP00000028296;;ENSLAFP00000025088;ENSLAFP00000015927;ENSLAFP00000025359;ENSLAFP00000011460;;ENSLAFP00000014612;ENSLAFP00000014776;;ENSLAFP00000005943;ENSLAFP00000000422;ENSLAFP00000012583;ENSLAFP00000026715;ENSLAFP00000006962;;ENSLAFP00000005780;ENSLAFP00000002297;ENSLAFP00000021381;ENSLAFP00000002226;ENSLAFP00000013466;;;;;ENSLAFP00000001574;;;ENSLAFP00000025570;;;;ENSLAFP00000027418;;;;;;;;;;;ENSLAFP00000021484;;;;;ENSLAFP00000005783;ENSLAFP00000028833;ENSLAFP00000024929;;;ENSLAFP00000007485;ENSLAFP00000012279;ENSLAFP00000016344;;;;;;ENSLAFP00000009439;ENSLAFP00000009442;ENSLAFP00000017695;;;ENSLAFP00000013345;ENSLAFP00000019593;;ENSLAFP00000002810;ENSLAFP00000002816;;;ENSLAFP00000019084;;;ENSLAFP00000010968;;ENSLAFP00000000280;;;;ENSLAFP00000026087;ENSLAFP00000020758;;;;;;;;;;;ENSLAFP00000009862;;ENSLAFP00000011479
Mammalia;Rodentia;Castor_canadensis;ENSCCNP00000028555;ENSCCNP00000028554;ENSCCNP00000004504;;ENSCCNP00000012476;ENSCCNP00000012406;ENSCCNP00000023321;ENSCCNP00000023326;ENSCCNP00000005900;ENSCCNP00000005981;;ENSCCNP00000016330;ENSCCNP00000016334;ENSCCNP00000011134;ENSCCNP00000027622;ENSCCNP00000027627;ENSCCNP00000024481;;;;ENSCCNP00000007614;ENSCCNP00000006475;ENSCCNP00000027730;ENSCCNP00000027722;;ENSCCNP00000031340;ENSCCNP00000010832;ENSCCNP00000010829;;ENSCCNP00000001444;ENSCCNP00000019025;ENSCCNP00000019032;ENSCCNP00000022152;ENSCCNP00000022144;ENSCCNP00000004623;ENSCCNP00000004618;ENSCCNP00000017874;ENSCCNP00000017852;ENSCCNP00000009393;ENSCCNP00000009396;ENSCCNP00000004582;ENSCCNP00000028242;ENSCCNP00000016483;ENSCCNP00000026341;;ENSCCNP00000004830;ENSCCNP00000015517;;;ENSCCNP00000020666;ENSCCNP00000014078;ENSCCNP00000029340;;ENSCCNP00000011872;ENSCCNP00000016325;ENSCCNP00000012625;;ENSCCNP00000012867;ENSCCNP00000023657;ENSCCNP00000023683;;ENSCCNP00000024979;ENSCCNP00000000299;ENSCCNP00000000079;ENSCCNP00000000541;ENSCCNP00000000534;ENSCCNP00000016437;ENSCCNP00000016428;ENSCCNP00000030030;;ENSCCNP00000017682;ENSCCNP00000017727;;;ENSCCNP00000014937;ENSCCNP00000014917;;ENSCCNP00000030761;;;ENSCCNP00000007456;ENSCCNP00000007475;;;ENSCCNP00000001250;ENSCCNP00000014388;;ENSCCNP00000010216;;;;;ENSCCNP00000018787;ENSCCNP00000018797;ENSCCNP00000021020;ENSCCNP00000021015;ENSCCNP00000028203;ENSCCNP00000028212;;ENSCCNP00000017711;;;;;ENSCCNP00000021208;ENSCCNP00000004025;;;;;;;;ENSCCNP00000000973;;;;ENSCCNP00000006072;;;;;;;;;;;ENSCCNP00000002840;;;;;ENSCCNP00000002474;;ENSCCNP00000006336;;;ENSCCNP00000007582;ENSCCNP00000007567;ENSCCNP00000027825;;;;;ENSCCNP00000000352;ENSCCNP00000000643;ENSCCNP00000013801;ENSCCNP00000024993;;;ENSCCNP00000028386;;ENSCCNP00000004709;ENSCCNP00000023566;ENSCCNP00000002911;;;ENSCCNP00000002611;;;ENSCCNP00000019522;;ENSCCNP00000002929;;;;;;;;;;;;;;;;;;
